total_time,testing_time,training_time,epoch
4299.0,375.0,3923.0,0.0
3856.0,311.0,3544.0,1.0
3783.0,310.0,3473.0,2.0
3734.0,308.0,3426.0,3.0
3776.0,335.0,3441.0,4.0
3750.0,305.0,3444.0,5.0
3765.0,340.0,3424.0,6.0
3722.0,312.0,3410.0,7.0
3739.0,303.0,3435.0,8.0
3715.0,329.0,3385.0,9.0
